timestamp,simple-path,time
2021-11-26 14:30:36.026,/master/welcome,3627
2021-11-26 14:30:36.333,/master/welcome,262
2021-11-26 14:30:38.152,/master/sign-in,1687
2021-11-26 14:30:39.449,/master/welcome,594
2021-11-26 14:30:41.61,/master/welcome,232
2021-11-26 14:30:42.323,/master/welcome,601
2021-11-26 14:30:42.676,/master/welcome,207
2021-11-26 14:30:42.938,/master/welcome,220
2021-11-26 14:30:43.639,/master/sign-in,591
2021-11-26 14:30:44.966,/master/welcome,606
2021-11-26 14:30:45.779,/administrator/dashboard/show,592
2021-11-26 14:30:46.805,/master/welcome,230
2021-11-26 14:30:47.51,/master/welcome,596
